ANY_ACCES;CODI_EXPEDIENT;CODI_UPC;CURS;QUAD;SUPERA;NOTA_NUM_DEF;GRUP_CLASSE;SEXE;NOTA_ACCES
2010-01-01;226431;240011;2010;1;N;4;41.0;H;11.796
2010-01-01;226431;240011;2010;2;S;6.2;21.0;H;11.796
2010-01-01;226431;240012;2010;1;S;6;41.0;H;11.796
2010-01-01;226431;240013;2010;1;N;4.2;41.0;H;11.796
2010-01-01;226431;240013;2010;2;S;7;20.0;H;11.796
2010-01-01;226431;240014;2010;1;S;5.3;41.0;H;11.796
2010-01-01;226431;240015;2010;1;N;4;41.0;H;11.796
2010-01-01;226431;240015;2010;2;S;7.2;21.0;H;11.796
2010-01-01;226431;240021;2011;1;S;5;30.0;H;11.796
2010-01-01;226431;240022;2010;2;S;6;42.0;H;11.796
2010-01-01;226431;240023;2011;1;N;3;10.0;H;11.796
2010-01-01;226431;240023;2011;2;S;6.8;40.0;H;11.796
2010-01-01;226431;240024;2010;2;S;7.1;22.0;H;11.796
2010-01-01;226431;240025;2011;1;S;8;30.0;H;11.796
2010-01-01;226441;240011;2010;1;N;2.5;62.0;H;9.852
2010-01-01;226441;240011;2010;2;N;3.5;22.0;H;9.852
2010-01-01;226441;240012;2010;1;S;5;62.0;H;9.852
2010-01-01;226441;240013;2010;1;N;3.2;62.0;H;9.852
2010-01-01;226441;240013;2010;2;N;4.1;20.0;H;9.852
2010-01-01;226441;240014;2010;1;N;3.8;62.0;H;9.852
2010-01-01;226441;240014;2010;2;N;4.2;21.0;H;9.852
2010-01-01;226441;240015;2010;1;N;2.6;62.0;H;9.852
2010-01-01;226441;240015;2010;2;N;2.4;33.0;H;9.852
2010-01-01;226441;240022;2010;2;N;0;53.0;H;9.852
2010-01-01;226441;240023;2010;2;N;3.6;40.0;H;9.852
2010-01-01;226455;240011;2010;1;S;8.1;33.0;H;10.642
2010-01-01;226455;240012;2010;1;S;7.2;33.0;H;10.642
2010-01-01;226455;240013;2010;1;S;5.8;32.0;H;10.642
2010-01-01;226455;240014;2010;1;S;5;32.0;H;10.642
2010-01-01;226455;240015;2010;1;S;9.2;33.0;H;10.642
2010-01-01;226455;240021;2010;2;S;6.6;31.0;H;10.642
2010-01-01;226455;240022;2010;2;S;7.3;33.0;H;10.642
2010-01-01;226455;240023;2010;2;S;8.1;32.0;H;10.642
2010-01-01;226455;240024;2010;2;S;8.1;31.0;H;10.642
2010-01-01;226455;240025;2010;2;S;5.4;33.0;H;10.642
2010-01-01;226463;240011;2010;1;N;3.2;32.0;H;10.004
2010-01-01;226463;240011;2010;2;N;4;22.0;H;10.004
2010-01-01;226463;240011;2011;2;N;4;40.0;H;10.004
2010-01-01;226463;240012;2010;1;S;5.2;32.0;H;10.004
2010-01-01;226463;240013;2010;1;N;2.1;62.0;H;10.004
2010-01-01;226463;240013;2010;2;S;5;30.0;H;10.004
2010-01-01;226463;240014;2010;1;N;4;62.0;H;10.004
2010-01-01;226463;240014;2010;2;N;4;31.0;H;10.004
2010-01-01;226463;240014;2011;1;N;4;62.0;H;10.004
2010-01-01;226463;240014;2011;2;S;7.2;20.0;H;10.004
2010-01-01;226463;240015;2010;1;N;1;32.0;H;10.004
2010-01-01;226463;240015;2010;2;N;3.3;33.0;H;10.004
2010-01-01;226463;240015;2011;1;S;5.4;621.0;H;10.004
2010-01-01;226463;240021;2011;1;N;2.7;30.0;H;10.004
2010-01-01;226463;240021;2011;2;S;6.1;80.0;H;10.004
2010-01-01;226463;240022;2011;1;S;5;30.0;H;10.004
2010-01-01;226463;240023;2011;1;N;1.5;30.0;H;10.004
2010-01-01;226463;240023;2011;2;S;7;80.0;H;10.004
2010-01-01;226463;240024;2011;1;N;3.3;20.0;H;10.004
2010-01-01;226463;240024;2011;2;N;4;20.0;H;10.004
2010-01-01;226463;240025;2010;2;S;6.7;43.0;H;10.004
2010-01-01;226464;240011;2010;1;N;4;53.0;H;10.916
2010-01-01;226464;240011;2010;2;S;5;32.0;H;10.916
2010-01-01;226464;240012;2010;1;S;5;53.0;H;10.916
2010-01-01;226464;240013;2010;1;N;4.6;51.0;H;10.916
2010-01-01;226464;240013;2011;1;S;7;41.0;H;10.916
2010-01-01;226464;240014;2010;1;S;5.4;52.0;H;10.916
2010-01-01;226464;240015;2010;1;S;5;53.0;H;10.916
2010-01-01;226464;240021;2010;2;N;4.7;43.0;H;10.916
2010-01-01;226464;240021;2011;1;S;5.3;40.0;H;10.916
2010-01-01;226464;240022;2010;2;S;5;43.0;H;10.916
2010-01-01;226464;240023;2010;2;N;4.1;40.0;H;10.916
2010-01-01;226464;240023;2011;1;S;5.1;40.0;H;10.916
2010-01-01;226464;240024;2010;2;S;6.9;41.0;H;10.916
2010-01-01;226464;240025;2010;2;S;7.2;41.0;H;10.916
2010-01-01;226467;240011;2010;1;N;2.9;12.0;H;11.686
2010-01-01;226467;240011;2010;2;N;4.6;12.0;H;11.686
2010-01-01;226467;240011;2011;2;S;7.1;10.0;H;11.686
2010-01-01;226467;240012;2010;1;N;3.8;12.0;H;11.686
2010-01-01;226467;240012;2010;2;S;5.2;12.0;H;11.686
2010-01-01;226467;240013;2010;1;N;4.7;12.0;H;11.686
2010-01-01;226467;240013;2010;2;N;4.7;10.0;H;11.686
2010-01-01;226467;240013;2011;2;S;5;10.0;H;11.686
2010-01-01;226467;240014;2010;1;S;5.5;12.0;H;11.686
2010-01-01;226467;240015;2010;1;N;2.1;12.0;H;11.686
2010-01-01;226467;240015;2010;2;S;5.3;12.0;H;11.686
2010-01-01;226467;240021;2011;1;N;2.5;10.0;H;11.686
2010-01-01;226467;240021;2011;2;S;9;80.0;H;11.686
2010-01-01;226467;240022;2011;1;N;0;10.0;H;11.686
2010-01-01;226467;240022;2011;2;S;7.2;80.0;H;11.686
2010-01-01;226467;240023;2011;1;N;0.8;10.0;H;11.686
2010-01-01;226467;240023;2011;2;S;6.5;80.0;H;11.686
2010-01-01;226467;240024;2010;2;N;1.6;51.0;H;11.686
2010-01-01;226467;240024;2011;1;N;4.7;10.0;H;11.686
2010-01-01;226467;240024;2011;2;S;7.8;80.0;H;11.686
2010-01-01;226467;240025;2010;2;S;5.8;51.0;H;11.686
2010-01-01;226472;240011;2010;1;S;7.8;41.0;D;11.792
2010-01-01;226472;240012;2010;1;S;7.9;41.0;D;11.792
2010-01-01;226472;240013;2010;1;S;5.7;41.0;D;11.792
2010-01-01;226472;240014;2010;1;S;8;41.0;D;11.792
2010-01-01;226472;240015;2010;1;N;4.2;41.0;D;11.792
2010-01-01;226472;240015;2010;2;S;5.9;31.0;D;11.792
2010-01-01;226472;240021;2010;2;S;7.3;32.0;D;11.792
2010-01-01;226472;240022;2010;2;S;7.8;32.0;D;11.792
2010-01-01;226472;240023;2010;2;S;6.3;32.0;D;11.792
2010-01-01;226472;240024;2010;2;S;8;32.0;D;11.792
2010-01-01;226472;240025;2010;2;S;6.5;33.0;D;11.792
2010-01-01;226494;240011;2010;1;S;5;72.0;H;11.028
2010-01-01;226494;240012;2010;1;S;6.6;72.0;H;11.028
2010-01-01;226494;240013;2010;1;S;5.7;72.0;H;11.028
2010-01-01;226494;240014;2010;1;S;6.3;72.0;H;11.028
2010-01-01;226494;240015;2010;1;N;1;72.0;H;11.028
2010-01-01;226494;240015;2010;2;N;2;33.0;H;11.028
2010-01-01;226494;240015;2011;1;S;7.3;211.0;H;11.028
2010-01-01;226494;240021;2010;2;S;6.5;23.0;H;11.028
2010-01-01;226494;240022;2010;2;S;6.1;23.0;H;11.028
2010-01-01;226494;240023;2010;2;S;6.3;22.0;H;11.028
2010-01-01;226494;240024;2010;2;S;6.2;23.0;H;11.028
2010-01-01;226494;240025;2011;1;S;5.2;11.0;H;11.028
2010-01-01;226495;240011;2010;1;S;6.2;43.0;D;10.47
2010-01-01;226495;240012;2010;1;S;5.1;43.0;D;10.47
2010-01-01;226495;240013;2010;1;S;5;42.0;D;10.47
2010-01-01;226495;240014;2010;1;S;5;42.0;D;10.47
2010-01-01;226495;240015;2010;1;N;1.4;43.0;D;10.47
2010-01-01;226495;240015;2010;2;N;3.1;13.0;D;10.47
2010-01-01;226495;240015;2011;1;S;7.3;111.0;D;10.47
2010-01-01;226495;240021;2010;2;S;6.1;13.0;D;10.47
2010-01-01;226495;240022;2010;2;S;5.8;13.0;D;10.47
2010-01-01;226495;240023;2010;2;S;5;50.0;D;10.47
2010-01-01;226495;240024;2010;2;N;4.3;13.0;D;10.47
2010-01-01;226495;240024;2011;1;S;5;10.0;D;10.47
2010-01-01;226495;240025;2010;2;S;5.5;13.0;D;10.47
2010-01-01;226499;240011;2010;1;S;7.3;53.0;H;10.1
2010-01-01;226499;240012;2010;1;S;6.6;53.0;H;10.1
2010-01-01;226499;240013;2010;1;S;5;52.0;H;10.1
2010-01-01;226499;240014;2010;1;S;5.6;52.0;H;10.1
2010-01-01;226499;240015;2010;1;S;6.5;53.0;H;10.1
2010-01-01;226499;240021;2010;2;S;7.1;52.0;H;10.1
2010-01-01;226499;240022;2010;2;S;7.1;52.0;H;10.1
2010-01-01;226499;240023;2010;2;S;5.3;50.0;H;10.1
2010-01-01;226499;240024;2010;2;S;8.4;23.0;H;10.1
2010-01-01;226499;240025;2010;2;S;7;52.0;H;10.1
2010-01-01;226515;240011;2010;1;S;7.8;13.0;D;12.126
2010-01-01;226515;240012;2010;1;S;6.1;13.0;D;12.126
2010-01-01;226515;240013;2010;1;S;7.4;12.0;D;12.126
2010-01-01;226515;240014;2010;1;S;8.5;12.0;D;12.126
2010-01-01;226515;240015;2010;1;S;7.3;13.0;D;12.126
2010-01-01;226515;240021;2010;2;S;6.3;33.0;D;12.126
2010-01-01;226515;240022;2010;2;S;7.4;33.0;D;12.126
2010-01-01;226515;240023;2010;2;S;7.2;31.0;D;12.126
2010-01-01;226515;240024;2010;2;S;8;33.0;D;12.126
2010-01-01;226515;240025;2010;2;S;8.7;33.0;D;12.126
2010-01-01;226543;240011;2010;1;S;7.4;21.0;D;11.938
2010-01-01;226543;240012;2010;1;S;6;21.0;D;11.938
2010-01-01;226543;240013;2010;1;S;6.6;21.0;D;11.938
2010-01-01;226543;240014;2010;1;S;6.4;21.0;D;11.938
2010-01-01;226543;240015;2010;1;S;6.9;21.0;D;11.938
2010-01-01;226543;240021;2010;2;N;4.5;13.0;D;11.938
2010-01-01;226543;240021;2011;1;S;7.5;20.0;D;11.938
2010-01-01;226543;240022;2010;2;N;4.6;11.0;D;11.938
2010-01-01;226543;240022;2011;1;S;7.9;20.0;D;11.938
2010-01-01;226543;240023;2010;2;N;4.7;11.0;D;11.938
2010-01-01;226543;240023;2011;1;S;5.6;20.0;D;11.938
2010-01-01;226543;240024;2010;2;S;6.9;12.0;D;11.938
2010-01-01;226543;240025;2010;2;N;3.5;13.0;D;11.938
2010-01-01;226543;240025;2011;1;S;8.3;22.0;D;11.938
2010-01-01;226635;240011;2010;1;S;5.3;13.0;H;10.96
2010-01-01;226635;240012;2010;1;S;5.5;13.0;H;10.96
2010-01-01;226635;240013;2010;1;S;5;11.0;H;10.96
2010-01-01;226635;240014;2010;1;S;6.7;11.0;H;10.96
2010-01-01;226635;240015;2010;1;S;5;13.0;H;10.96
2010-01-01;226635;240021;2010;2;S;6.3;11.0;H;10.96
2010-01-01;226635;240022;2010;2;S;5.9;11.0;H;10.96
2010-01-01;226635;240023;2010;2;S;5;11.0;H;10.96
2010-01-01;226635;240024;2010;2;S;6.6;11.0;H;10.96
2010-01-01;226635;240025;2010;2;S;6.7;11.0;H;10.96
2010-01-01;226648;240011;2010;1;S;5.6;31.0;H;10.446
2010-01-01;226648;240012;2010;1;S;6.6;31.0;H;10.446
2010-01-01;226648;240013;2010;1;S;5.5;31.0;H;10.446
2010-01-01;226648;240014;2010;1;S;5.9;31.0;H;10.446
2010-01-01;226648;240015;2010;1;N;4.3;31.0;H;10.446
2010-01-01;226648;240015;2010;2;S;5.3;31.0;H;10.446
2010-01-01;226648;240021;2010;2;S;5.4;12.0;H;10.446
2010-01-01;226648;240022;2010;2;S;5.4;12.0;H;10.446
2010-01-01;226648;240023;2010;2;N;1.6;12.0;H;10.446
2010-01-01;226648;240023;2011;1;N;2.7;20.0;H;10.446
2010-01-01;226648;240023;2011;2;S;5;40.0;H;10.446
2010-01-01;226648;240024;2010;2;S;5.4;12.0;H;10.446
2010-01-01;226648;240025;2010;2;S;5.9;12.0;H;10.446
2010-01-01;226679;240011;2010;1;S;5.5;41.0;H;10.446
2010-01-01;226679;240012;2010;1;S;6.5;41.0;H;10.446
2010-01-01;226679;240013;2010;1;S;6.3;41.0;H;10.446
2010-01-01;226679;240014;2010;1;S;5.7;41.0;H;10.446
2010-01-01;226679;240015;2010;1;S;7.6;41.0;H;10.446
2010-01-01;226679;240021;2010;2;N;4.4;52.0;H;10.446
2010-01-01;226679;240021;2011;1;S;5;10.0;H;10.446
2010-01-01;226679;240022;2010;2;N;4;52.0;H;10.446
2010-01-01;226679;240022;2011;1;S;6.6;10.0;H;10.446
2010-01-01;226679;240023;2010;2;N;2.4;50.0;H;10.446
2010-01-01;226679;240023;2011;1;N;3.1;40.0;H;10.446
2010-01-01;226679;240023;2011;2;S;5.7;10.0;H;10.446
2010-01-01;226679;240024;2010;2;N;2.7;52.0;H;10.446
2010-01-01;226679;240024;2011;1;S;5.1;10.0;H;10.446
2010-01-01;226679;240025;2010;2;S;5.4;52.0;H;10.446
2010-01-01;226680;240011;2010;1;S;6.8;43.0;D;12.624
2010-01-01;226680;240012;2010;1;S;7.6;43.0;D;12.624
2010-01-01;226680;240013;2010;1;S;6.1;42.0;D;12.624
2010-01-01;226680;240014;2010;1;S;7.7;42.0;D;12.624
2010-01-01;226680;240015;2010;1;S;7.2;43.0;D;12.624
2010-01-01;226680;240021;2010;2;S;8;31.0;D;12.624
2010-01-01;226680;240022;2010;2;S;8.2;32.0;D;12.624
2010-01-01;226680;240023;2010;2;S;7;31.0;D;12.624
2010-01-01;226680;240024;2010;2;S;8.8;31.0;D;12.624
2010-01-01;226680;240025;2010;2;S;6.9;33.0;D;12.624
2010-01-01;226684;240011;2010;1;S;6;53.0;H;10.186
2010-01-01;226684;240012;2010;1;S;6.1;53.0;H;10.186
2010-01-01;226684;240013;2010;1;S;5.5;52.0;H;10.186
2010-01-01;226684;240014;2010;1;S;5;52.0;H;10.186
2010-01-01;226684;240015;2010;1;S;5.1;53.0;H;10.186
2010-01-01;226684;240021;2010;2;S;5.8;52.0;H;10.186
2010-01-01;226684;240022;2010;2;N;3.8;52.0;H;10.186
2010-01-01;226684;240022;2011;1;S;6.1;30.0;H;10.186
2010-01-01;226684;240023;2010;2;S;5.5;50.0;H;10.186
2010-01-01;226684;240024;2010;2;N;2.7;52.0;H;10.186
2010-01-01;226684;240024;2011;1;S;5;30.0;H;10.186
2010-01-01;226684;240025;2010;2;N;1;52.0;H;10.186
2010-01-01;226684;240025;2011;1;S;5;21.0;H;10.186
2010-01-01;226685;240011;2010;1;S;5.7;42.0;H;11.19
2010-01-01;226685;240012;2010;1;S;5.4;42.0;H;11.19
2010-01-01;226685;240013;2010;1;S;7.5;42.0;H;11.19
2010-01-01;226685;240014;2010;1;S;6.5;42.0;H;11.19
2010-01-01;226685;240015;2010;1;S;5.3;42.0;H;11.19
2010-01-01;226685;240021;2010;2;S;5;33.0;H;11.19
2010-01-01;226685;240022;2010;2;S;5;31.0;H;11.19
2010-01-01;226685;240023;2010;2;S;5;32.0;H;11.19
2010-01-01;226685;240024;2010;2;S;8;33.0;H;11.19
2010-01-01;226685;240025;2010;2;S;6.8;32.0;H;11.19
2010-01-01;226687;240011;2010;1;N;4.4;32.0;H;10.012
2010-01-01;226687;240011;2010;2;N;4.6;12.0;H;10.012
2010-01-01;226687;240011;2011;2;S;5;40.0;H;10.012
2010-01-01;226687;240012;2010;1;S;5;32.0;H;10.012
2010-01-01;226687;240013;2010;1;S;5.6;32.0;H;10.012
2010-01-01;226687;240014;2010;1;N;4.5;32.0;H;10.012
2010-01-01;226687;240014;2010;2;S;6.4;11.0;H;10.012
2010-01-01;226687;240015;2010;1;N;0.1;32.0;H;10.012
2010-01-01;226687;240015;2010;2;N;1.4;21.0;H;10.012
2010-01-01;226687;240015;2011;1;S;5.9;111.0;H;10.012
2010-01-01;226687;240021;2011;1;S;5.3;40.0;H;10.012
2010-01-01;226687;240022;2011;1;S;6.1;40.0;H;10.012
2010-01-01;226687;240023;2011;1;N;2.9;40.0;H;10.012
2010-01-01;226687;240023;2011;2;S;7.3;70.0;H;10.012
2010-01-01;226687;240024;2010;2;S;6.3;41.0;H;10.012
2010-01-01;226687;240025;2010;2;N;1.1;41.0;H;10.012
2010-01-01;226687;240025;2011;1;S;5.9;40.0;H;10.012
2010-01-01;226717;240011;2010;1;N;4.6;31.0;D;10.558
2010-01-01;226717;240011;2011;2;S;7;10.0;D;10.558
2010-01-01;226717;240012;2010;1;N;2.8;31.0;D;10.558
2010-01-01;226717;240012;2010;2;S;5.1;11.0;D;10.558
2010-01-01;226717;240013;2010;1;S;5.7;31.0;D;10.558
2010-01-01;226717;240014;2010;1;S;7.2;31.0;D;10.558
2010-01-01;226717;240015;2010;1;N;2.8;31.0;D;10.558
2010-01-01;226717;240015;2010;2;S;5;23.0;D;10.558
2010-01-01;226717;240021;2010;2;S;5.9;53.0;D;10.558
2010-01-01;226717;240022;2011;1;N;1.2;20.0;D;10.558
2010-01-01;226717;240022;2011;2;S;7.1;20.0;D;10.558
2010-01-01;226717;240023;2010;2;N;2.1;50.0;D;10.558
2010-01-01;226717;240023;2011;1;S;5.8;20.0;D;10.558
2010-01-01;226717;240024;2010;2;N;4.5;11.0;D;10.558
2010-01-01;226717;240024;2011;1;S;6.1;20.0;D;10.558
2010-01-01;226717;240025;2011;1;S;5.7;22.0;D;10.558
2010-01-01;226738;240011;2010;1;N;2.8;41.0;H;10.432
2010-01-01;226738;240011;2010;2;N;4.1;21.0;H;10.432
2010-01-01;226738;240011;2011;1;N;4.1;61.0;H;10.432
2010-01-01;226738;240012;2010;1;N;3.1;41.0;H;10.432
2010-01-01;226738;240012;2010;2;N;3.5;21.0;H;10.432
2010-01-01;226738;240012;2011;1;N;3;61.0;H;10.432
2010-01-01;226738;240013;2010;1;N;4.2;41.0;H;10.432
2010-01-01;226738;240013;2010;2;S;5;20.0;H;10.432
2010-01-01;226738;240014;2010;1;S;5;41.0;H;10.432
2010-01-01;226738;240015;2010;1;N;2.9;41.0;H;10.432
2010-01-01;226738;240015;2010;2;N;4.2;21.0;H;10.432
2010-01-01;226738;240015;2011;1;N;4.2;321.0;H;10.432
2010-01-01;226738;240021;2010;2;N;3.6;41.0;H;10.432
2010-01-01;226738;240021;2011;1;N;3.6;30.0;H;10.432
2010-01-01;226738;240023;2011;1;N;1.1;30.0;H;10.432
2010-01-01;226738;240024;2010;2;N;3.9;23.0;H;10.432
2010-01-01;226738;240024;2011;1;N;1.9;10.0;H;10.432
2010-01-01;226738;240025;2010;2;N;0.8;41.0;H;10.432
2010-01-01;226738;240025;2011;1;N;0.3;30.0;H;10.432
2010-01-01;226774;240011;2010;1;S;6.1;53.0;H;13.161
2010-01-01;226774;240012;2010;1;S;7.2;53.0;H;13.161
2010-01-01;226774;240013;2010;1;S;7.9;12.0;H;13.161
2010-01-01;226774;240014;2010;1;S;8.4;62.0;H;13.161
2010-01-01;226774;240015;2010;1;S;8.3;53.0;H;13.161
2010-01-01;226774;240021;2010;2;S;5.8;13.0;H;13.161
2010-01-01;226774;240022;2010;2;S;7.4;13.0;H;13.161
2010-01-01;226774;240023;2010;2;S;5;12.0;H;13.161
2010-01-01;226774;240024;2010;2;S;8.5;12.0;H;13.161
2010-01-01;226774;240025;2010;2;S;5;13.0;H;13.161
2010-01-01;226793;240011;2010;1;N;4.3;33.0;D;10.48
2010-01-01;226793;240012;2010;1;N;4.7;33.0;D;10.48
2010-01-01;226793;240013;2010;1;N;3.4;31.0;D;10.48
2010-01-01;226793;240013;2010;2;N;1.6;20.0;D;10.48
2010-01-01;226793;240014;2010;1;S;6.1;31.0;D;10.48
2010-01-01;226793;240015;2010;1;N;4.2;33.0;D;10.48
2010-01-01;226793;240015;2010;2;N;4.2;33.0;D;10.48
2010-01-01;226793;240021;2010;2;N;0;33.0;D;10.48
2010-01-01;226793;240022;2010;2;N;0;21.0;D;10.48
2010-01-01;226793;240024;2010;2;N;1.9;41.0;D;10.48
2010-01-01;226793;240025;2010;2;N;0.6;43.0;D;10.48
2010-01-01;226798;240011;2010;1;N;2.7;23.0;D;10.798
2010-01-01;226798;240011;2010;2;S;8.5;32.0;D;10.798
2010-01-01;226798;240012;2010;1;S;6.5;23.0;D;10.798
2010-01-01;226798;240013;2010;1;N;3.8;21.0;D;10.798
2010-01-01;226798;240013;2010;2;S;5.7;10.0;D;10.798
2010-01-01;226798;240014;2010;1;S;6.5;21.0;D;10.798
2010-01-01;226798;240015;2010;1;N;1.3;23.0;D;10.798
2010-01-01;226798;240015;2010;2;S;6.7;11.0;D;10.798
2010-01-01;226798;240021;2011;1;S;5.7;10.0;D;10.798
2010-01-01;226798;240022;2010;2;N;4.1;41.0;D;10.798
2010-01-01;226798;240022;2011;1;S;7.3;10.0;D;10.798
2010-01-01;226798;240023;2010;2;N;0.2;40.0;D;10.798
2010-01-01;226798;240023;2011;1;S;6.6;10.0;D;10.798
2010-01-01;226798;240024;2010;2;S;6.9;21.0;D;10.798
2010-01-01;226798;240025;2011;1;S;5.2;12.0;D;10.798
2010-01-01;226818;240011;2010;1;S;9;12.0;H;12.65
2010-01-01;226818;240012;2010;1;S;9;12.0;H;12.65
2010-01-01;226818;240013;2010;1;S;9;12.0;H;12.65
2010-01-01;226818;240014;2010;1;S;7.8;12.0;H;12.65
2010-01-01;226818;240015;2010;1;S;9.2;12.0;H;12.65
2010-01-01;226818;240021;2010;2;S;7.6;12.0;H;12.65
2010-01-01;226818;240022;2010;2;S;7.9;12.0;H;12.65
2010-01-01;226818;240023;2010;2;S;9.5;12.0;H;12.65
2010-01-01;226818;240024;2010;2;S;8.8;12.0;H;12.65
2010-01-01;226818;240025;2010;2;S;8.6;12.0;H;12.65
2010-01-01;226877;240011;2010;1;S;6.4;11.0;H;12.137
2010-01-01;226877;240012;2010;1;S;7;11.0;H;12.137
2010-01-01;226877;240013;2010;1;S;7;11.0;H;12.137
2010-01-01;226877;240014;2010;1;S;6.7;11.0;H;12.137
2010-01-01;226877;240015;2010;1;S;6.5;11.0;H;12.137
2010-01-01;226877;240021;2010;2;S;6.3;51.0;H;12.137
2010-01-01;226877;240022;2010;2;S;5.9;51.0;H;12.137
2010-01-01;226877;240023;2010;2;S;5;50.0;H;12.137
2010-01-01;226877;240024;2010;2;S;7.4;51.0;H;12.137
2010-01-01;226877;240025;2010;2;S;5.8;51.0;H;12.137
2010-01-01;226888;240011;2010;1;S;5.4;62.0;D;9.842
2010-01-01;226888;240012;2010;1;N;3.4;62.0;D;9.842
2010-01-01;226888;240012;2010;2;N;4.5;12.0;D;9.842
2010-01-01;226888;240012;2011;1;S;5;11.0;D;9.842
2010-01-01;226888;240013;2010;1;S;5.6;62.0;D;9.842
2010-01-01;226888;240014;2010;1;N;3.7;62.0;D;9.842
2010-01-01;226888;240014;2010;2;S;5.3;11.0;D;9.842
2010-01-01;226888;240015;2010;1;S;7;62.0;D;9.842
2010-01-01;226888;240021;2010;2;S;5.4;43.0;D;9.842
2010-01-01;226888;240022;2010;2;S;5;43.0;D;9.842
2010-01-01;226888;240023;2011;1;S;5.8;30.0;D;9.842
2010-01-01;226888;240024;2010;2;N;2.6;41.0;D;9.842
2010-01-01;226888;240024;2011;1;S;5;30.0;D;9.842
2010-01-01;226888;240025;2010;2;S;6.9;43.0;D;9.842
2010-01-01;226889;240011;2010;1;S;5.5;13.0;D;11.336
2010-01-01;226889;240012;2010;1;S;6.4;13.0;D;11.336
2010-01-01;226889;240013;2010;1;N;4.8;12.0;D;11.336
2010-01-01;226889;240013;2011;1;S;5;11.0;D;11.336
2010-01-01;226889;240014;2010;1;S;5.7;12.0;D;11.336
2010-01-01;226889;240015;2010;1;N;0.4;13.0;D;11.336
2010-01-01;226889;240015;2010;2;S;5;13.0;D;11.336
2010-01-01;226889;240021;2010;2;N;4.5;52.0;D;11.336
2010-01-01;226889;240021;2011;1;S;6;10.0;D;11.336
2010-01-01;226889;240022;2010;2;S;6;52.0;D;11.336
2010-01-01;226889;240023;2010;2;S;5.8;50.0;D;11.336
2010-01-01;226889;240024;2010;2;N;3.2;52.0;D;11.336
2010-01-01;226889;240024;2011;1;S;8;30.0;D;11.336
2010-01-01;226889;240025;2010;2;S;6;52.0;D;11.336
2010-01-01;226944;240011;2010;1;S;8.5;53.0;H;12.15
2010-01-01;226944;240012;2010;1;S;7.2;53.0;H;12.15
2010-01-01;226944;240013;2010;1;S;6.5;52.0;H;12.15
2010-01-01;226944;240014;2010;1;S;6.8;52.0;H;12.15
2010-01-01;226944;240015;2010;1;S;8.7;53.0;H;12.15
2010-01-01;226944;240021;2010;2;S;6;22.0;H;12.15
2010-01-01;226944;240022;2010;2;S;6.8;22.0;H;12.15
2010-01-01;226944;240023;2010;2;S;5.5;22.0;H;12.15
2010-01-01;226944;240024;2010;2;S;7.7;22.0;H;12.15
2010-01-01;226944;240025;2010;2;S;6.8;22.0;H;12.15
2010-01-01;226950;240011;2010;1;S;5.6;31.0;H;11.842
2010-01-01;226950;240012;2010;1;S;5.5;31.0;H;11.842
2010-01-01;226950;240013;2010;1;S;7;31.0;H;11.842
2010-01-01;226950;240014;2010;1;S;7;31.0;H;11.842
2010-01-01;226950;240015;2010;1;N;4;31.0;H;11.842
2010-01-01;226950;240015;2011;1;S;7.1;611.0;H;11.842
2010-01-01;226950;240021;2010;2;N;3.9;22.0;H;11.842
2010-01-01;226950;240021;2011;1;S;5;40.0;H;11.842
2010-01-01;226950;240022;2010;2;S;5.5;22.0;H;11.842
2010-01-01;226950;240023;2010;2;S;8.2;22.0;H;11.842
2010-01-01;226950;240024;2010;2;S;7.1;23.0;H;11.842
2010-01-01;226950;240025;2010;2;S;5.4;22.0;H;11.842
2010-01-01;226980;240011;2010;1;S;5.3;32.0;D;10.551
2010-01-01;226980;240012;2010;1;S;6.6;32.0;D;10.551
2010-01-01;226980;240013;2010;1;S;5.3;32.0;D;10.551
2010-01-01;226980;240014;2010;1;S;7;32.0;D;10.551
2010-01-01;226980;240015;2010;1;S;6;32.0;D;10.551
2010-01-01;226980;240021;2010;2;N;4.3;41.0;D;10.551
2010-01-01;226980;240021;2011;1;S;5.7;40.0;D;10.551
2010-01-01;226980;240022;2010;2;S;6.1;41.0;D;10.551
2010-01-01;226980;240023;2010;2;N;3.9;40.0;D;10.551
2010-01-01;226980;240023;2011;1;N;3.6;40.0;D;10.551
2010-01-01;226980;240023;2011;2;S;5.3;50.0;D;10.551
2010-01-01;226980;240024;2010;2;S;5.5;41.0;D;10.551
2010-01-01;226980;240025;2010;2;S;5.1;41.0;D;10.551
2010-01-01;226994;240011;2010;1;S;5.5;32.0;H;10.568
2010-01-01;226994;240012;2010;1;S;6.4;32.0;H;10.568
2010-01-01;226994;240013;2010;1;S;6.8;32.0;H;10.568
2010-01-01;226994;240014;2010;1;S;6;32.0;H;10.568
2010-01-01;226994;240015;2010;1;N;4.2;32.0;H;10.568
2010-01-01;226994;240015;2010;2;S;5.4;32.0;H;10.568
2010-01-01;226994;240021;2010;2;S;5.2;13.0;H;10.568
2010-01-01;226994;240022;2010;2;N;4.2;13.0;H;10.568
2010-01-01;226994;240022;2011;1;S;6.2;10.0;H;10.568
2010-01-01;226994;240023;2010;2;N;2.3;12.0;H;10.568
2010-01-01;226994;240023;2011;1;N;2.8;10.0;H;10.568
