ANY_ACCES;CODI_EXPEDIENT;CODI_UPC;CURS;QUAD;SUPERA;NOTA_NUM_DEF;GRUP_CLASSE;SEXE;NOTA_ACCES
2011-01-01;245776;240022;2011;2;S;5.5;10.0;H;9.774
2011-01-01;245776;240023;2011;2;N;1.9;10.0;H;9.774
2011-01-01;245776;240023;2012;1;S;5;20.0;H;9.774
2011-01-01;245776;240024;2011;2;S;5;10.0;H;9.774
2011-01-01;245776;240025;2011;2;N;4.1;11.0;H;9.774
2011-01-01;245776;240025;2012;1;S;7.7;12.0;H;9.774
2011-01-01;245777;240011;2011;1;S;5;21.0;H;10.086
2011-01-01;245777;240012;2011;1;S;6.5;21.0;H;10.086
2011-01-01;245777;240013;2011;1;N;3.9;21.0;H;10.086
2011-01-01;245777;240013;2011;2;S;6.1;10.0;H;10.086
2011-01-01;245777;240014;2011;1;N;0;21.0;H;10.086
2011-01-01;245777;240014;2011;2;N;3.9;10.0;H;10.086
2011-01-01;245777;240014;2012;1;S;7.7;100.0;H;10.086
2011-01-01;245777;240015;2011;1;N;0.9;211.0;H;10.086
2011-01-01;245777;240015;2011;2;N;3.2;21.0;H;10.086
2011-01-01;245777;240015;2012;1;S;5;101.0;H;10.086
2011-01-01;245777;240021;2011;2;S;5.1;50.0;H;10.086
2011-01-01;245777;240022;2012;1;N;2;20.0;H;10.086
2011-01-01;245777;240022;2012;2;S;5;70.0;H;10.086
2011-01-01;245777;240023;2011;2;N;0;10.0;H;10.086
2011-01-01;245777;240023;2012;1;S;8;20.0;H;10.086
2011-01-01;245777;240024;2012;1;S;7.2;20.0;H;10.086
2011-01-01;245777;240025;2012;1;S;7.9;22.0;H;10.086
2011-01-01;245796;240011;2011;1;S;5.6;41.0;H;11.04
2011-01-01;245796;240012;2011;1;S;5;41.0;H;11.04
2011-01-01;245796;240013;2011;1;S;6.9;41.0;H;11.04
2011-01-01;245796;240014;2011;1;S;5.7;41.0;H;11.04
2011-01-01;245796;240015;2011;1;S;6;411.0;H;11.04
2011-01-01;245796;240021;2011;2;S;5.5;50.0;H;11.04
2011-01-01;245796;240022;2011;2;S;7;50.0;H;11.04
2011-01-01;245796;240023;2011;2;S;8;50.0;H;11.04
2011-01-01;245796;240024;2011;2;S;5;50.0;H;11.04
2011-01-01;245796;240025;2011;2;S;7.3;51.0;H;11.04
2011-01-01;245810;240011;2011;1;S;6.7;41.0;H;11.4
2011-01-01;245810;240012;2011;1;S;7;41.0;H;11.4
2011-01-01;245810;240013;2011;1;S;7.4;41.0;H;11.4
2011-01-01;245810;240014;2011;1;S;6.5;41.0;H;11.4
2011-01-01;245810;240015;2011;1;S;5.1;412.0;H;11.4
2011-01-01;245810;240021;2011;2;S;8.2;40.0;H;11.4
2011-01-01;245810;240022;2011;2;S;8.1;40.0;H;11.4
2011-01-01;245810;240023;2011;2;S;7.7;50.0;H;11.4
2011-01-01;245810;240024;2011;2;S;7.6;40.0;H;11.4
2011-01-01;245810;240025;2011;2;S;7.5;41.0;H;11.4
2011-01-01;245811;240011;2011;1;S;5;42.0;D;11.336
2011-01-01;245811;240012;2011;1;S;5;42.0;D;11.336
2011-01-01;245811;240013;2011;1;S;5.2;42.0;D;11.336
2011-01-01;245811;240014;2011;1;S;6.4;42.0;D;11.336
2011-01-01;245811;240015;2011;1;S;6.9;422.0;D;11.336
2011-01-01;245811;240021;2011;2;S;6.7;60.0;D;11.336
2011-01-01;245811;240022;2011;2;S;5.9;60.0;D;11.336
2011-01-01;245811;240023;2011;2;S;5.3;30.0;D;11.336
2011-01-01;245811;240024;2011;2;S;6.7;30.0;D;11.336
2011-01-01;245811;240025;2011;2;S;5.3;71.0;D;11.336
2011-01-01;245812;240011;2011;1;N;4.3;52.0;H;10.12
2011-01-01;245812;240011;2012;1;S;6.2;10.0;H;10.12
2011-01-01;245812;240012;2011;1;N;4.4;52.0;H;10.12
2011-01-01;245812;240012;2011;2;S;5;10.0;H;10.12
2011-01-01;245812;240013;2011;1;N;4.1;52.0;H;10.12
2011-01-01;245812;240013;2011;2;N;4.1;10.0;H;10.12
2011-01-01;245812;240013;2012;1;S;5.4;10.0;H;10.12
2011-01-01;245812;240014;2011;1;N;4.3;52.0;H;10.12
2011-01-01;245812;240014;2011;2;S;7.6;10.0;H;10.12
2011-01-01;245812;240015;2011;1;N;3.3;521.0;H;10.12
2011-01-01;245812;240015;2011;2;N;4.4;11.0;H;10.12
2011-01-01;245812;240015;2012;1;S;6.2;51.0;H;10.12
2011-01-01;245812;240021;2012;1;N;3.6;10.0;H;10.12
2011-01-01;245812;240021;2012;2;S;5;10.0;H;10.12
2011-01-01;245812;240022;2012;2;S;5.9;10.0;H;10.12
2011-01-01;245812;240023;2012;2;S;6;10.0;H;10.12
2011-01-01;245812;240024;2012;1;S;5.8;10.0;H;10.12
2011-01-01;245812;240025;2011;2;S;7.2;61.0;H;10.12
2011-01-01;245826;240011;2011;1;S;7.1;12.0;H;12.18
2011-01-01;245826;240012;2011;1;S;7.7;12.0;H;12.18
2011-01-01;245826;240013;2011;1;S;5.6;12.0;H;12.18
2011-01-01;245826;240014;2011;1;S;7.5;12.0;H;12.18
2011-01-01;245826;240015;2011;1;S;7;121.0;H;12.18
2011-01-01;245826;240021;2011;2;S;7;30.0;H;12.18
2011-01-01;245826;240022;2011;2;S;6.8;30.0;H;12.18
2011-01-01;245826;240023;2011;2;S;7.6;30.0;H;12.18
2011-01-01;245826;240024;2011;2;S;7.8;30.0;H;12.18
2011-01-01;245826;240025;2011;2;S;5.2;32.0;H;12.18
2011-01-01;245832;240011;2011;1;S;5.6;12.0;H;10.974
2011-01-01;245832;240012;2011;1;S;5.8;12.0;H;10.974
2011-01-01;245832;240013;2011;1;S;5;12.0;H;10.974
2011-01-01;245832;240014;2011;1;S;5.9;12.0;H;10.974
2011-01-01;245832;240015;2011;1;S;6.4;122.0;H;10.974
2011-01-01;245832;240021;2011;2;S;5.9;10.0;H;10.974
2011-01-01;245832;240022;2011;2;S;7.8;10.0;H;10.974
2011-01-01;245832;240023;2011;2;S;5.8;10.0;H;10.974
2011-01-01;245832;240024;2011;2;S;6.1;10.0;H;10.974
2011-01-01;245832;240025;2011;2;S;5;12.0;H;10.974
2011-01-01;245843;240011;2011;1;S;6.9;52.0;D;10.082
2011-01-01;245843;240012;2011;1;N;4.2;52.0;D;10.082
2011-01-01;245843;240012;2012;1;S;5;100.0;D;10.082
2011-01-01;245843;240013;2011;1;N;4.1;52.0;D;10.082
2011-01-01;245843;240013;2011;2;S;5.5;10.0;D;10.082
2011-01-01;245843;240014;2011;1;N;3.6;52.0;D;10.082
2011-01-01;245843;240014;2011;2;S;9.5;40.0;D;10.082
2011-01-01;245843;240015;2011;1;N;1.6;522.0;D;10.082
2011-01-01;245843;240015;2011;2;S;5.9;11.0;D;10.082
2011-01-01;245843;240021;2011;2;S;7.5;80.0;D;10.082
2011-01-01;245843;240022;2012;1;S;5.5;30.0;D;10.082
2011-01-01;245843;240023;2011;2;S;7.1;80.0;D;10.082
2011-01-01;245843;240024;2011;2;S;6.8;80.0;D;10.082
2011-01-01;245843;240025;2012;1;S;6.8;21.0;D;10.082
2011-01-01;245846;240011;2011;1;S;5.2;42.0;H;11.576
2011-01-01;245846;240012;2011;1;S;5.3;42.0;H;11.576
2011-01-01;245846;240013;2011;1;S;6.1;42.0;H;11.576
2011-01-01;245846;240014;2011;1;S;6.3;42.0;H;11.576
2011-01-01;245846;240015;2011;1;S;6.4;421.0;H;11.576
2011-01-01;245846;240021;2011;2;S;7.6;70.0;H;11.576
2011-01-01;245846;240022;2011;2;S;7.8;70.0;H;11.576
2011-01-01;245846;240023;2011;2;S;5;70.0;H;11.576
2011-01-01;245846;240024;2011;2;S;6.5;70.0;H;11.576
2011-01-01;245846;240025;2011;2;S;6.2;71.0;H;11.576
2011-01-01;245847;240011;2011;1;S;6.7;11.0;H;10.09
2011-01-01;245847;240012;2011;1;S;7;11.0;H;10.09
2011-01-01;245847;240013;2011;1;S;5;11.0;H;10.09
2011-01-01;245847;240014;2011;1;N;3.6;11.0;H;10.09
2011-01-01;245847;240014;2011;2;S;6.7;40.0;H;10.09
2011-01-01;245847;240015;2011;1;N;0;111.0;H;10.09
2011-01-01;245847;240015;2011;2;S;5;31.0;H;10.09
2011-01-01;245847;240021;2011;2;S;6.4;40.0;H;10.09
2011-01-01;245847;240022;2011;2;S;6.6;40.0;H;10.09
2011-01-01;245847;240023;2011;2;S;5;40.0;H;10.09
2011-01-01;245847;240024;2011;2;S;5.4;40.0;H;10.09
2011-01-01;245847;240025;2011;2;S;5.6;42.0;H;10.09
2011-01-01;245853;240011;2011;1;S;5.4;11.0;H;10.938
2011-01-01;245853;240012;2011;1;S;5.2;11.0;H;10.938
2011-01-01;245853;240013;2011;1;S;5.5;11.0;H;10.938
2011-01-01;245853;240014;2011;1;S;5.4;11.0;H;10.938
2011-01-01;245853;240015;2011;1;S;7;111.0;H;10.938
2011-01-01;245853;240021;2011;2;S;5.7;10.0;H;10.938
2011-01-01;245853;240022;2011;2;S;6.1;10.0;H;10.938
2011-01-01;245853;240023;2011;2;S;5;10.0;H;10.938
2011-01-01;245853;240024;2011;2;S;6.3;10.0;H;10.938
2011-01-01;245853;240025;2011;2;S;5.9;11.0;H;10.938
2011-01-01;245865;240011;2011;1;S;5.1;52.0;H;10.1
2011-01-01;245865;240012;2011;1;N;2.8;52.0;H;10.1
2011-01-01;245865;240012;2011;2;N;3;10.0;H;10.1
2011-01-01;245865;240012;2012;1;N;3.9;50.0;H;10.1
2011-01-01;245865;240012;2012;2;S;7;30.0;H;10.1
2011-01-01;245865;240013;2011;1;N;3.2;52.0;H;10.1
2011-01-01;245865;240013;2011;2;N;3.8;10.0;H;10.1
2011-01-01;245865;240013;2012;1;S;5.1;50.0;H;10.1
2011-01-01;245865;240014;2011;1;N;2.2;52.0;H;10.1
2011-01-01;245865;240014;2011;2;S;6.2;10.0;H;10.1
2011-01-01;245865;240015;2011;1;N;1.1;521.0;H;10.1
2011-01-01;245865;240015;2011;2;S;5.9;11.0;H;10.1
2011-01-01;245865;240021;2012;1;S;5;10.0;H;10.1
2011-01-01;245865;240022;2012;2;S;5.2;10.0;H;10.1
2011-01-01;245865;240023;2012;1;N;1.3;10.0;H;10.1
2011-01-01;245865;240023;2012;2;S;6.3;10.0;H;10.1
2011-01-01;245865;240024;2012;1;S;6;10.0;H;10.1
2011-01-01;245865;240025;2012;2;S;5;11.0;H;10.1
2011-01-01;245878;240011;2011;1;S;5;21.0;H;11.517
2011-01-01;245878;240012;2011;1;S;6.6;21.0;H;11.517
2011-01-01;245878;240013;2011;1;S;5.5;21.0;H;11.517
2011-01-01;245878;240014;2011;1;S;5;21.0;H;11.517
2011-01-01;245878;240015;2011;1;S;8;212.0;H;11.517
2011-01-01;245878;240021;2011;2;S;5.6;10.0;H;11.517
2011-01-01;245878;240022;2011;2;S;5.6;10.0;H;11.517
2011-01-01;245878;240023;2011;2;S;5;10.0;H;11.517
2011-01-01;245878;240024;2011;2;S;6.1;10.0;H;11.517
2011-01-01;245878;240025;2011;2;S;6.7;12.0;H;11.517
2011-01-01;245929;240011;2011;1;S;6.3;41.0;H;11.82
2011-01-01;245929;240012;2011;1;S;8;41.0;H;11.82
2011-01-01;245929;240013;2011;1;S;6.1;41.0;H;11.82
2011-01-01;245929;240014;2011;1;S;5.9;41.0;H;11.82
2011-01-01;245929;240015;2011;1;S;7.4;412.0;H;11.82
2011-01-01;245929;240021;2011;2;S;5.9;10.0;H;11.82
2011-01-01;245929;240022;2011;2;S;5.1;10.0;H;11.82
2011-01-01;245929;240023;2011;2;S;6.3;10.0;H;11.82
2011-01-01;245929;240024;2011;2;S;7.2;10.0;H;11.82
2011-01-01;245929;240025;2011;2;S;6;11.0;H;11.82
2011-01-01;245932;240011;2011;1;S;6.6;41.0;D;11.88
2011-01-01;245932;240012;2011;1;S;7.6;41.0;D;11.88
2011-01-01;245932;240013;2011;1;S;6.8;41.0;D;11.88
2011-01-01;245932;240014;2011;1;S;5.7;41.0;D;11.88
2011-01-01;245932;240015;2011;1;N;1.2;412.0;D;11.88
2011-01-01;245932;240015;2011;2;S;5;12.0;D;11.88
2011-01-01;245932;240021;2011;2;S;6.8;60.0;D;11.88
2011-01-01;245932;240022;2011;2;S;7.2;60.0;D;11.88
2011-01-01;245932;240023;2011;2;S;6.4;60.0;D;11.88
2011-01-01;245932;240024;2011;2;S;5.9;60.0;D;11.88
2011-01-01;245932;240025;2011;2;S;5.4;62.0;D;11.88
2011-01-01;245944;240011;2011;1;S;7;51.0;H;10.418
2011-01-01;245944;240012;2011;1;S;5.2;51.0;H;10.418
2011-01-01;245944;240013;2011;1;S;5.7;51.0;H;10.418
2011-01-01;245944;240014;2011;1;S;5.2;51.0;H;10.418
2011-01-01;245944;240015;2011;1;S;6.5;511.0;H;10.418
2011-01-01;245944;240021;2011;2;S;6.2;60.0;H;10.418
2011-01-01;245944;240022;2011;2;S;6.7;60.0;H;10.418
2011-01-01;245944;240023;2011;2;S;5.5;60.0;H;10.418
2011-01-01;245944;240024;2011;2;S;5.4;60.0;H;10.418
2011-01-01;245944;240025;2011;2;S;7.3;61.0;H;10.418
2011-01-01;245950;240011;2011;1;S;7.4;11.0;H;10.756
2011-01-01;245950;240012;2011;1;S;6.3;11.0;H;10.756
2011-01-01;245950;240013;2011;1;S;6.2;11.0;H;10.756
2011-01-01;245950;240014;2011;1;S;5.1;11.0;H;10.756
2011-01-01;245950;240015;2011;1;S;7.5;112.0;H;10.756
2011-01-01;245950;240021;2011;2;S;6.1;10.0;H;10.756
2011-01-01;245950;240022;2011;2;S;7;10.0;H;10.756
2011-01-01;245950;240023;2011;2;S;5.2;10.0;H;10.756
2011-01-01;245950;240024;2011;2;S;7.4;10.0;H;10.756
2011-01-01;245950;240025;2011;2;S;6.1;11.0;H;10.756
2011-01-01;245951;240011;2011;1;N;2.5;52.0;H;9.996
2011-01-01;245951;240011;2011;2;N;3.8;40.0;H;9.996
2011-01-01;245951;240012;2011;1;N;2.9;52.0;H;9.996
2011-01-01;245951;240012;2011;2;N;3.8;40.0;H;9.996
2011-01-01;245951;240013;2011;1;N;3.4;52.0;H;9.996
2011-01-01;245951;240013;2011;2;N;4.1;40.0;H;9.996
2011-01-01;245951;240014;2011;1;N;2.2;52.0;H;9.996
2011-01-01;245951;240014;2011;2;S;5;40.0;H;9.996
2011-01-01;245951;240015;2011;1;N;2.3;521.0;H;9.996
2011-01-01;245951;240015;2011;2;N;2.8;41.0;H;9.996
2011-01-01;245954;240011;2011;1;S;6.4;11.0;H;11.2
2011-01-01;245954;240012;2011;1;S;7.6;11.0;H;11.2
2011-01-01;245954;240013;2011;1;S;6.4;11.0;H;11.2
2011-01-01;245954;240014;2011;1;S;6.4;11.0;H;11.2
2011-01-01;245954;240015;2011;1;S;8;112.0;H;11.2
2011-01-01;245954;240021;2011;2;S;7.2;20.0;H;11.2
2011-01-01;245954;240022;2011;2;S;8.2;20.0;H;11.2
2011-01-01;245954;240023;2011;2;S;6.8;20.0;H;11.2
2011-01-01;245954;240024;2011;2;S;7.3;20.0;H;11.2
2011-01-01;245954;240025;2011;2;S;6.6;22.0;H;11.2
2011-01-01;245985;240011;2011;1;S;6.1;61.0;H;10.436
2011-01-01;245985;240012;2011;1;S;6.4;61.0;H;10.436
2011-01-01;245985;240013;2011;1;S;5.6;61.0;H;10.436
2011-01-01;245985;240014;2011;1;S;6.9;61.0;H;10.436
2011-01-01;245985;240015;2011;1;S;7.6;612.0;H;10.436
2011-01-01;245985;240021;2011;2;S;5.6;50.0;H;10.436
2011-01-01;245985;240022;2011;2;S;6.4;50.0;H;10.436
2011-01-01;245985;240023;2011;2;S;5;50.0;H;10.436
2011-01-01;245985;240024;2011;2;S;6.2;50.0;H;10.436
2011-01-01;245985;240025;2011;2;S;7.7;51.0;H;10.436
2011-01-01;245986;240011;2011;1;S;7;22.0;H;11.694
2011-01-01;245986;240012;2011;1;S;8.4;22.0;H;11.694
2011-01-01;245986;240013;2011;1;S;7.2;22.0;H;11.694
2011-01-01;245986;240014;2011;1;S;6.4;22.0;H;11.694
2011-01-01;245986;240015;2011;1;S;7.4;221.0;H;11.694
2011-01-01;245986;240021;2011;2;S;7.1;20.0;H;11.694
2011-01-01;245986;240022;2011;2;S;7.4;20.0;H;11.694
2011-01-01;245986;240023;2011;2;S;7.3;20.0;H;11.694
2011-01-01;245986;240024;2011;2;S;6.5;20.0;H;11.694
2011-01-01;245986;240025;2011;2;S;6.3;22.0;H;11.694
2011-01-01;246007;240011;2011;1;S;6.5;12.0;H;11.862
2011-01-01;246007;240012;2011;1;S;7.2;12.0;H;11.862
2011-01-01;246007;240013;2011;1;S;6.4;12.0;H;11.862
2011-01-01;246007;240014;2011;1;S;5.4;12.0;H;11.862
2011-01-01;246007;240015;2011;1;S;6.6;121.0;H;11.862
2011-01-01;246007;240021;2011;2;S;7.3;40.0;H;11.862
2011-01-01;246007;240022;2011;2;S;7.9;40.0;H;11.862
2011-01-01;246007;240023;2011;2;S;7.8;40.0;H;11.862
2011-01-01;246007;240024;2011;2;S;6.7;40.0;H;11.862
2011-01-01;246007;240025;2011;2;S;7.9;42.0;H;11.862
2011-01-01;246015;240011;2011;1;S;6.4;42.0;H;11.106
2011-01-01;246015;240012;2011;1;S;6.2;42.0;H;11.106
2011-01-01;246015;240013;2011;1;S;5;42.0;H;11.106
2011-01-01;246015;240014;2011;1;N;3.4;42.0;H;11.106
2011-01-01;246015;240014;2011;2;S;7.5;40.0;H;11.106
2011-01-01;246015;240015;2011;1;N;0.7;421.0;H;11.106
2011-01-01;246015;240015;2011;2;S;8.4;41.0;H;11.106
2011-01-01;246015;240021;2011;2;S;6.8;30.0;H;11.106
2011-01-01;246015;240022;2012;1;S;6;20.0;H;11.106
2011-01-01;246015;240023;2011;2;S;7.7;70.0;H;11.106
2011-01-01;246015;240024;2012;1;S;6.1;10.0;H;11.106
2011-01-01;246015;240025;2011;2;S;8.2;71.0;H;11.106
2011-01-01;246034;240011;2011;1;S;6.7;51.0;D;10.096
2011-01-01;246034;240012;2011;1;S;7;51.0;D;10.096
2011-01-01;246034;240013;2011;1;S;5;51.0;D;10.096
2011-01-01;246034;240014;2011;1;S;5.1;51.0;D;10.096
2011-01-01;246034;240015;2011;1;N;2;511.0;D;10.096
2011-01-01;246034;240015;2011;2;S;7.3;31.0;D;10.096
2011-01-01;246034;240021;2011;2;S;6;50.0;D;10.096
2011-01-01;246034;240022;2011;2;S;6.8;50.0;D;10.096
2011-01-01;246034;240023;2011;2;S;8.6;50.0;D;10.096
2011-01-01;246034;240024;2011;2;S;8.1;50.0;D;10.096
2011-01-01;246034;240025;2011;2;S;5.1;52.0;D;10.096
2011-01-01;246057;240011;2011;1;S;6;51.0;H;10.356
2011-01-01;246057;240012;2011;1;S;5.6;51.0;H;10.356
2011-01-01;246057;240013;2011;1;N;3.1;51.0;H;10.356
2011-01-01;246057;240013;2011;2;S;6.2;10.0;H;10.356
2011-01-01;246057;240014;2011;1;S;5;51.0;H;10.356
2011-01-01;246057;240015;2011;1;N;4;512.0;H;10.356
2011-01-01;246057;240015;2011;2;S;9;11.0;H;10.356
2011-01-01;246057;240021;2011;2;S;6.7;70.0;H;10.356
2011-01-01;246057;240022;2011;2;S;7.2;70.0;H;10.356
2011-01-01;246057;240023;2012;1;S;5;10.0;H;10.356
2011-01-01;246057;240024;2011;2;S;6.9;30.0;H;10.356
2011-01-01;246057;240025;2011;2;N;1.4;72.0;H;10.356
2011-01-01;246057;240025;2012;1;S;7.7;12.0;H;10.356
2011-01-01;246091;240011;2011;1;S;8.1;42.0;H;10.76
2011-01-01;246091;240012;2011;1;S;7.6;42.0;H;10.76
2011-01-01;246091;240013;2011;1;S;5.4;42.0;H;10.76
2011-01-01;246091;240014;2011;1;S;8.1;42.0;H;10.76
2011-01-01;246091;240015;2011;1;S;8.6;421.0;H;10.76
2011-01-01;246091;240021;2011;2;S;7;50.0;H;10.76
2011-01-01;246091;240022;2011;2;S;7;50.0;H;10.76
2011-01-01;246091;240023;2011;2;S;5.7;50.0;H;10.76
2011-01-01;246091;240024;2011;2;S;7.8;50.0;H;10.76
2011-01-01;246091;240025;2011;2;S;9.1;51.0;H;10.76
2011-01-01;246094;240011;2011;1;S;5.6;42.0;H;10.86
2011-01-01;246094;240012;2011;1;S;6;42.0;H;10.86
2011-01-01;246094;240013;2011;1;S;5.7;42.0;H;10.86
2011-01-01;246094;240014;2011;1;S;7;42.0;H;10.86
2011-01-01;246094;240015;2011;1;S;6.5;421.0;H;10.86
2011-01-01;246094;240021;2011;2;S;6;40.0;H;10.86
2011-01-01;246094;240022;2011;2;S;6.4;40.0;H;10.86
2011-01-01;246094;240023;2011;2;S;7.8;40.0;H;10.86
2011-01-01;246094;240024;2011;2;S;7.9;40.0;H;10.86
2011-01-01;246094;240025;2011;2;S;7.4;42.0;H;10.86
2011-01-01;246095;240011;2011;1;N;4.4;42.0;H;10.8
2011-01-01;246095;240011;2011;2;S;9;30.0;H;10.8
2011-01-01;246095;240012;2011;1;S;5.8;42.0;H;10.8
2011-01-01;246095;240013;2011;1;N;4.4;42.0;H;10.8
2011-01-01;246095;240013;2011;2;N;4.4;30.0;H;10.8
2011-01-01;246095;240013;2012;1;S;5;70.0;H;10.8
2011-01-01;246095;240014;2011;1;S;6.4;42.0;H;10.8
2011-01-01;246095;240015;2011;1;S;5.2;421.0;H;10.8
2011-01-01;246095;240021;2011;2;N;0;60.0;H;10.8
2011-01-01;246095;240021;2012;1;S;5.2;30.0;H;10.8
2011-01-01;246095;240022;2011;2;S;6;60.0;H;10.8
2011-01-01;246095;240023;2011;2;S;6.3;30.0;H;10.8
2011-01-01;246095;240024;2011;2;S;7.9;30.0;H;10.8
2011-01-01;246095;240025;2011;2;S;6.3;62.0;H;10.8
2011-01-01;246098;240011;2011;1;S;6.4;11.0;H;11.55
2011-01-01;246098;240012;2011;1;S;7.2;11.0;H;11.55
2011-01-01;246098;240013;2011;1;N;4.4;11.0;H;11.55
2011-01-01;246098;240013;2012;1;S;6.2;50.0;H;11.55
2011-01-01;246098;240014;2011;1;N;0;11.0;H;11.55
2011-01-01;246098;240014;2011;2;S;6.5;10.0;H;11.55
2011-01-01;246098;240015;2011;1;S;8.1;111.0;H;11.55
2011-01-01;246098;240021;2011;2;S;6.2;10.0;H;11.55
2011-01-01;246098;240022;2011;2;S;6;10.0;H;11.55
2011-01-01;246098;240023;2011;2;S;7.6;10.0;H;11.55
2011-01-01;246098;240024;2012;1;S;8;20.0;H;11.55
2011-01-01;246098;240025;2011;2;S;5.7;71.0;H;11.55
2011-01-01;246104;240011;2011;1;S;5.3;42.0;H;10.93
2011-01-01;246104;240012;2011;1;S;6.8;42.0;H;10.93
2011-01-01;246104;240013;2011;1;S;6.3;42.0;H;10.93
2011-01-01;246104;240014;2011;1;S;5.9;42.0;H;10.93
2011-01-01;246104;240015;2011;1;S;9;422.0;H;10.93
2011-01-01;246104;240021;2011;2;S;7;50.0;H;10.93
2011-01-01;246104;240022;2011;2;S;6.6;50.0;H;10.93
2011-01-01;246104;240023;2011;2;S;5;50.0;H;10.93
2011-01-01;246104;240024;2011;2;S;5.8;50.0;H;10.93
2011-01-01;246104;240025;2011;2;S;9.1;51.0;H;10.93
2011-01-01;246113;240011;2011;1;S;5.7;51.0;D;10.522
2011-01-01;246113;240012;2011;1;S;6;51.0;D;10.522
2011-01-01;246113;240013;2011;1;S;5.2;51.0;D;10.522
2011-01-01;246113;240014;2011;1;S;5.1;51.0;D;10.522
2011-01-01;246113;240015;2011;1;N;4.2;512.0;D;10.522
2011-01-01;246113;240015;2011;2;S;9;11.0;D;10.522
2011-01-01;246113;240021;2011;2;S;7.3;60.0;D;10.522
2011-01-01;246113;240022;2011;2;S;5;60.0;D;10.522
2011-01-01;246113;240023;2011;2;N;3.7;60.0;D;10.522
2011-01-01;246113;240023;2012;1;S;6.1;20.0;D;10.522
2011-01-01;246113;240024;2011;2;S;5.5;60.0;D;10.522
2011-01-01;246113;240025;2012;1;S;6.7;22.0;D;10.522
2011-01-01;246123;240011;2011;1;S;6.1;11.0;H;11.268
2011-01-01;246123;240012;2011;1;S;6.4;11.0;H;11.268
2011-01-01;246123;240013;2011;1;S;6.6;11.0;H;11.268
2011-01-01;246123;240014;2011;1;S;6;11.0;H;11.268
2011-01-01;246123;240015;2011;1;S;7.2;112.0;H;11.268
2011-01-01;246123;240021;2011;2;S;7.6;10.0;H;11.268
2011-01-01;246123;240022;2011;2;S;5.9;10.0;H;11.268
2011-01-01;246123;240023;2011;2;S;5;10.0;H;11.268
2011-01-01;246123;240024;2011;2;S;6.4;10.0;H;11.268
2011-01-01;246123;240025;2011;2;S;6.8;11.0;H;11.268
2011-01-01;246132;240011;2011;1;S;7.5;11.0;H;11.89
2011-01-01;246132;240012;2011;1;S;6.7;11.0;H;11.89
2011-01-01;246132;240013;2011;1;S;5;11.0;H;11.89
2011-01-01;246132;240014;2011;1;S;5;11.0;H;11.89
2011-01-01;246132;240015;2011;1;S;6.7;111.0;H;11.89
2011-01-01;246132;240021;2011;2;S;7;10.0;H;11.89
2011-01-01;246132;240022;2011;2;S;6.8;10.0;H;11.89
2011-01-01;246132;240023;2011;2;S;7.2;10.0;H;11.89
2011-01-01;246132;240024;2011;2;S;7.3;10.0;H;11.89
2011-01-01;246132;240025;2011;2;S;6.7;12.0;H;11.89
2011-01-01;246151;240011;2011;1;N;4.6;21.0;H;9.864
2011-01-01;246151;240011;2011;2;S;6.4;40.0;H;9.864
2011-01-01;246151;240012;2011;1;S;6.6;21.0;H;9.864
2011-01-01;246151;240013;2011;1;N;4.6;21.0;H;9.864
2011-01-01;246151;240013;2012;1;S;5;70.0;H;9.864
2011-01-01;246151;240014;2011;1;N;2;21.0;H;9.864
2011-01-01;246151;240014;2011;2;S;6;10.0;H;9.864
2011-01-01;246151;240015;2011;1;S;5;211.0;H;9.864
2011-01-01;246151;240021;2011;2;S;6.8;70.0;H;9.864
2011-01-01;246151;240022;2011;2;S;5.1;70.0;H;9.864
2011-01-01;246151;240023;2011;2;S;5.7;70.0;H;9.864
2011-01-01;246151;240024;2012;1;S;7.3;20.0;H;9.864
2011-01-01;246151;240025;2012;1;S;7.6;12.0;H;9.864
2011-01-01;246155;240011;2011;1;S;5;22.0;H;9.72
2011-01-01;246155;240012;2011;1;S;5;22.0;H;9.72
2011-01-01;246155;240013;2011;1;N;3.8;22.0;H;9.72
2011-01-01;246155;240013;2011;2;S;5.9;10.0;H;9.72
2011-01-01;246155;240014;2011;1;N;3.6;22.0;H;9.72
2011-01-01;246155;240014;2011;2;S;7.7;40.0;H;9.72
2011-01-01;246155;240015;2011;1;N;4.6;222.0;H;9.72
2011-01-01;246155;240015;2011;2;S;5.5;22.0;H;9.72
2011-01-01;246155;240021;2012;1;S;6.3;10.0;H;9.72
2011-01-01;246155;240022;2011;2;N;3.8;60.0;H;9.72
2011-01-01;246155;240022;2012;1;S;5;10.0;H;9.72
2011-01-01;246155;240023;2012;1;S;5;10.0;H;9.72
2011-01-01;246155;240024;2012;1;S;6.1;10.0;H;9.72
2011-01-01;246155;240025;2011;2;S;6.8;61.0;H;9.72
2011-01-01;246156;240011;2011;1;N;3.4;52.0;H;10
2011-01-01;246156;240011;2011;2;S;5.6;20.0;H;10
2011-01-01;246156;240012;2011;1;N;4.2;52.0;H;10
2011-01-01;246156;240012;2011;2;N;4.2;20.0;H;10
2011-01-01;246156;240012;2012;1;S;6.6;60.0;H;10
2011-01-01;246156;240013;2011;1;N;3.7;52.0;H;10
2011-01-01;246156;240013;2011;2;N;3.6;20.0;H;10
2011-01-01;246156;240013;2012;1;S;6.1;60.0;H;10
